Country,State,City,Station,Monitering Board,Latitude,Longitude,Pollutant_id,Pollutant_min,Pollutant_max,Pollutant_avg,AQI range,Concern level
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar  ", IITM,23.243639,72.68994,NH3,3,9,5,8.333333333,Good
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad  ", IITM,23.016834,72.625775,OZONE,3,60,44,72.96551724,Satisfactory
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar  ", JKPCC,34.066206,74.81982,SO2,3,4,3,5,Good
India,Haryana,Fatehabad,"Huda Sector, Fatehabad  ", HSPCB,29.503664,75.467934,PM10,3,8,5,8.333333333,Good
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru  ", KSPCB,12.21041,76.37376,NH3,3,5,4,6.666666667,Good
India,Maharashtra,Dhule,"Deopur, Dhule  ", MPCB,20.918946,74.776388,SO2,3,13,8,13.33333333,Good
India,Maharashtra,Latur,"Sawe Wadi, Latur  ", MPCB,18.39963,76.57452,SO2,3,9,5,8.333333333,Good
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar  ", OSPCB,21.6439,85.599355,SO2,3,26,8,13.33333333,Good
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer  ", RSPCB,26.470859,74.646594,NH3,3,4,4,6.666666667,Good
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh  ", RSPCB,29.61075,74.283608,SO2,3,14,8,13.33333333,Good
India,Rajasthan,Jodhpur,"Mandor, Jodhpur  ", RSPCB,26.358805,73.047444,NH3,3,5,4,6.666666667,Good
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai  ", CPCB,13.0052189,80.2398125,NH3,3,4,3,5,Good
India,Rajasthan,Jalore,"Mudtra Sili, Jalore  ", RSPCB,25.344694,72.626208,NH3,3,6,4,6.666666667,Good
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur  ", TNPCB,10.7654824,79.1389968,NO2,3,4,4,6.666666667,Good
India,Telangana,Hyderabad,"Somajiguda, Hyderabad  ", TSPCB,17.417094,78.457437,NH3,3,4,3,5,Good
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad  ", TSPCB,17.528544,78.286195,NH3,3,5,5,8.333333333,Good
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat  ", UPPCB,28.964949,77.278761,OZONE,3,53,40,66.20689655,Satisfactory
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur  ", WBPCB,23.549395,87.300496,NH3,3,4,3,5,Good
India,West_Bengal,Howrah,"Botanical Garden, Howrah  ", WBPCB,22.554954,88.292568,SO2,3,6,5,8.333333333,Good
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata  ", WBPCB,22.58157048,88.41002457,SO2,3,18,8,13.33333333,Good
India,Bihar,Buxar,"Charitra Van, Buxar  ", BSPCB,25.56752,83.966379,OZONE,3,26,12,20,Good
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam  ", APPCB,17.72,83.3,NH3,3,4,3,5,Good
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur  ", BSPCB,26.11442,85.39813,NH3,3,10,6,10,Good
India,Bihar,Motihari,"Gandak Colony, Motihari  ", BSPCB,26.63086,84.90051,NH3,3,3,3,5,Good
India,Bihar,Motihari,"Gandak Colony, Motihari  ", BSPCB,26.63086,84.90051,SO2,3,3,3,5,Good
India,Delhi,Delhi,"Chandni Chowk, Delhi  ", IITM,28.656756,77.227234,OZONE,3,166,107,255.6206897,Poor
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi  ", DPCC,28.498571,77.26484,OZONE,3,154,100,231.7241379,Poor
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur  ", CECB,21.219665,81.630094,SO2,3,41,13,21.66666667,Good
India,Bihar,Patna,"Rajbansi Nagar, Patna  ", BSPCB,25.599486,85.113666,SO2,3,13,8,13.33333333,Good
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana  ", Nexteng Enviro,23.59315,72.372792,SO2,3,19,8,13.33333333,Good
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru  ", KSPCB,12.938539,77.5901,NH3,3,7,5,8.333333333,Good
India,Karnataka,Bengaluru,"Peenya, Bengaluru  ", CPCB,13.0270199,77.494094,NH3,3,4,4,6.666666667,Good
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar  ", JKPCC,34.06313,74.96017,SO2,3,5,4,6.666666667,Good
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi  ", KSPCB,17.336318,76.847397,SO2,3,7,4,6.666666667,Good
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur  ", JMC,23.163174,79.973061,NO2,3,26,15,25,Good
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara  ", KSPCB,12.733409,77.298051,NH3,3,7,4,6.666666667,Good
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai  ", BMC,19.060498,72.923356,NH3,3,3,3,5,Good
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai  ", BMC,19.060498,72.923356,OZONE,3,86,61,101,Moderate
India,Maharashtra,Mumbai,"Kandivali East, Mumbai  ", MPCB,19.2058,72.8682,NH3,3,3,3,5,Good
India,Maharashtra,Nashik,"Pandav Nagari, Nashik  ", MPCB,19.9591346,73.7788008,NH3,3,10,6,10,Good
India,Maharashtra,Nanded,"Sneh Nagar, Nanded  ", MPCB,19.173852,77.296291,NH3,3,5,4,6.666666667,Good
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur  ", MPCB,17.65439,75.90649,NH3,3,22,6,10,Good
India,Maharashtra,Sangli,"Vijay Nagar, Sangli  ", MPCB,16.5038,74.3623,CO,3,77,9,15,Good
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer  ", RSPCB,26.470859,74.646594,SO2,3,9,5,8.333333333,Good
India,Rajasthan,Barmer,"Railway Colony, Barmer  ", RSPCB,25.747299,71.393989,NH3,3,7,5,8.333333333,Good
India,Rajasthan,Tonk,"Shastri Nagar, Tonk  ", RSPCB,26.159933,75.780517,SO2,3,16,5,8.333333333,Good
India,Rajasthan,Jodhpur,"Mandor, Jodhpur  ", RSPCB,26.358805,73.047444,SO2,3,10,6,10,Good
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur  ", RSPCB,26.253384,72.976571,NH3,3,4,4,6.666666667,Good
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur  ", RSPCB,26.253384,72.976571,SO2,3,9,5,8.333333333,Good
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad  ", UPPCB,28.757294,77.278792,OZONE,3,17,12,20,Good
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow  ", CPCB,26.83399722,80.8917361,SO2,3,22,11,18.33333333,Good
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra  ", UPPCB,27.169338,78.03582,NH3,3,3,3,5,Good
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad  ", TSPCB,17.429398,78.569354,NH3,3,5,3,5,Good
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad  ", UPPCB,28.646233,77.358075,OZONE,3,16,10,16.66666667,Good
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut  ", UPPCB,28.9535882,77.7622941,OZONE,3,91,56,93.24137931,Satisfactory
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur  ", BSPCB,25.859655,85.77944,SO2,3,28,19,31.66666667,Good
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad  ", IITM,23.076793,72.627874,OZONE,3,74,61,101,Moderate
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru  ", CPCB,12.9352049,77.6814488,SO2,3,7,5,8.333333333,Good
India,Maharashtra,Badlapur,"Katrap, Badlapur  ", MPCB,19.16485,73.23409,NH3,3,9,6,10,Good
India,Madhya Pradesh,Katni,"Gole Bazar, Katni  ", MPPCB,23.50016,80.23284,NH3,3,5,4,6.666666667,Good
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad  ", MPCB,18.1023399,73.4783687,NH3,3,8,6,10,Good
India,Maharashtra,Mumbai,"Mulund West, Mumbai  ", MPCB,19.175,72.9419,NH3,3,5,4,6.666666667,Good
India,Maharashtra,Nashik,"Pandav Nagari, Nashik  ", MPCB,19.9591346,73.7788008,SO2,3,24,8,13.33333333,Good
India,Maharashtra,Nashik,"Gangapur Road, Nashik  ", MPCB,20.0073285,73.7762427,NH3,3,3,3,5,Good
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani  ", MPCB,19.265594,76.761463,NH3,3,5,4,6.666666667,Good
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar  ", OSPCB,20.94185,86.1151,SO2,3,8,6,10,Good
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry  ", PPCC,11.9309,79.8027,SO2,3,9,7,11.66666667,Good
India,Punjab,Bathinda,"Hardev Nagar, Bathinda  ", PPCB,30.233011,74.907758,SO2,3,17,11,18.33333333,Good
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore  ", TNPCB,11.0328,77.0349,SO2,3,5,4,6.666666667,Good
India,TamilNadu,Chennai,"Arumbakkam, Chennai  ", TNPCB,13.0664,80.2112,SO2,3,36,12,20,Good
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad  ", TSPCB,17.540891,78.358528,NH3,3,6,4,6.666666667,Good
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad  ", TSPCB,17.544899,78.486949,NH3,3,4,4,6.666666667,Good
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi  ", UPPCB,25.301778,82.996789,OZONE,3,4,3,5,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada  ", APPCB,16.509717,80.612222,NH3,3,5,4,6.666666667,Good
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa  ", APPCB,14.465052,78.824187,NH3,3,4,3,5,Good
India,Assam,Silchar,"Tarapur, Silchar  ", PCBA,24.82827,92.79525,SO2,3,6,4,6.666666667,Good
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara  ", CECB,22.1910172,83.5197009,OZONE,3,114,82,172.6896552,Moderate
India,Delhi,Delhi,"Sonia Vihar, Delhi  ", DPCC,28.710508,77.249485,OZONE,3,146,92,204.4137931,Poor
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi  ", KSPCB,17.336318,76.847397,NH3,3,4,3,5,Good
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore  ", IMC,22.7524,75.8872,SO2,3,10,7,11.66666667,Good
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar  ", MPPCB,23.8640158,78.80289321,SO2,3,7,4,6.666666667,Good
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar  ", MPCB,19.10122,74.73339,OZONE,3,100,73,141.9655172,Moderate
India,Maharashtra,Mumbai,"Chembur, Mumbai  ", MPCB,19.0364585,72.8954371,OZONE,3,98,71,135.137931,Moderate
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur  ", MPCB,16.6870449,74.2505872,NH3,3,5,4,6.666666667,Good
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan  ", MPCB,19.192056,72.9585188,OZONE,3,53,31,51,Satisfactory
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad  ", MPCB,18.59051,73.77946,SO2,3,10,5,8.333333333,Good
India,Maharashtra,Sangli,"Vijay Nagar, Sangli  ", MPCB,16.5038,74.3623,OZONE,3,63,56,93.24137931,Satisfactory
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar  ", MPCB,19.235581,73.159121,NH3,3,8,5,8.333333333,Good
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl  ", Mizoram PCB,23.7176342,92.7192841,CO,3,4,3,5,Good
India,Nagaland,Kohima,"PWD Junction, Kohima  ", NPCB,25.6635413,94.0989878,NO2,3,4,3,5,Good
India,Odisha,Cuttack,"CDA Area, Cuttack  ", OSPCB,20.48891,85.84768,NH3,3,7,3,5,Good
India,Rajasthan,Churu,"Subash Chowk, Churu  ", RSPCB,28.296139,74.961696,OZONE,3,117,101,235.137931,Poor
India,Rajasthan,Nagaur,"Karni Colony, Nagaur  ", RSPCB,27.213494,73.734444,SO2,3,19,7,11.66666667,Good
India,Rajasthan,Pali,"Indira Colony Vistar, Pali  ", RSPCB,25.771061,73.340227,NH3,3,12,7,11.66666667,Good
India,Tripura,Agartala,"Bardowali, Agartala  ", Tripura SPCB,23.8175497,91.2726974,NH3,3,4,4,6.666666667,Good
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat  ", UPPCB,28.964949,77.278761,NH3,3,9,5,8.333333333,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada  ", APPCB,16.509717,80.612222,OZONE,4,32,27,45,Good
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun  ", APSPCB,27.103358,93.679645,CO,4,66,24,40,Good
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati  ", APPCB,13.615387,79.40923,NH3,4,5,4,6.666666667,Good
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada  ", APPCB,16.536107,80.594233,NH3,4,6,5,8.333333333,Good
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada  ", APPCB,16.486692,80.699436,NH3,4,4,4,6.666666667,Good
India,Bihar,Manguraha,"Forest Rest House, Manguraha  ", BSPCB,27.308328,84.531742,NO2,4,11,6,10,Good
India,Bihar,Munger,"Town Hall, Munger  ", BSPCB,25.376776,86.471523,NO2,4,6,5,8.333333333,Good
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur  ", APPCB,14.675886,77.593027,NH3,4,4,4,6.666666667,Good
India,Assam,Sivasagar,"Girls College, Sivasagar  ", PCBA,26.987634,94.636574,NH3,4,27,11,18.33333333,Good
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi  ", CPCB,28.6811736,77.3025234,SO2,4,36,14,23.33333333,Good
India,Delhi,Delhi,"IIT Delhi, Delhi  ", IITM,28.54246,77.191651,OZONE,4,73,48,79.72413793,Satisfactory
India,Bihar,Rajgir,"Dangi Tola, Rajgir  ", BSPCB,25.0328,85.41948,NH3,4,8,6,10,Good
India,Delhi,Delhi,"Mandir Marg, Delhi  ", DPCC,28.636429,77.201067,NH3,4,8,6,10,Good
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai  ", CECB,21.224231,81.40835,NH3,4,5,5,8.333333333,Good
India,Bihar,Patna,"Muradpur, Patna  ", BSPCB,25.619651,85.147382,NH3,4,5,5,8.333333333,Good
India,Haryana,Gurugram,"Teri Gram, Gurugram  ", HSPCB,28.4275,77.1465,OZONE,4,19,15,25,Good
India,Delhi,Delhi,"Rohini, Delhi  ", DPCC,28.732528,77.11992,OZONE,4,147,88,193.1724138,Moderate
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur  ", KSPCB,13.428828,77.731418,NH3,4,6,5,8.333333333,Good
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi  ", MPCB,19.309073,73.057223,SO2,4,22,12,20,Good
India,Madhya Pradesh,Indore,"Regional Park, Indore  ", IMC,22.678,75.8559,CO,4,15,9,15,Good
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur  ", RSPCB,26.29581,73.082283,NH3,4,9,6,10,Good
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi  ", TNPCB,8.816428,78.099039,SO2,4,20,10,16.66666667,Good
India,Telangana,Hyderabad,"Central University, Hyderabad  ", TSPCB,17.460103,78.334361,SO2,4,13,8,13.33333333,Good
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh  ", RSPCB,24.041198,74.780702,NH3,4,6,5,8.333333333,Good
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur  ", RSPCB,26.031443,76.359327,NO2,4,52,16,26.66666667,Good
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow  ", UPPCB,26.766433,80.927299,NH3,4,5,4,6.666666667,Good
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut  ", UPPCB,29.06351,77.709723,SO2,4,33,15,25,Good
India,West_Bengal,Kolkata,"Ballygunge, Kolkata  ", WBPCB,22.5367507,88.3638022,OZONE,4,31,24,40,Good
India,Bihar,Gaya,"SFTI Kusdihra, Gaya  ", BSPCB,24.762518,84.982348,OZONE,4,73,35,57.75862069,Satisfactory
India,Bihar,Katihar,"Mirchaibari, Katihar  ", BSPCB,25.560083,87.553265,OZONE,4,23,7,11.66666667,Good
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad  ", IITM,23.020509,72.579261,NO2,4,120,54,89.86206897,Satisfactory
India,Haryana,Jind,"Police Lines, Jind  ", HSPCB,29.307814,76.337619,OZONE,4,35,28,46.66666667,Good
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas  ", MPPCB,22.9682591,76.064118,NH3,4,5,5,8.333333333,Good
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior  ", MPPCB,26.200388,78.147714,SO2,4,10,8,13.33333333,Good
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram  ", Kerala PCB,8.5637,76.8865,SO2,4,5,4,6.666666667,Good
India,Maharashtra,Latur,"Sawe Wadi, Latur  ", MPCB,18.39963,76.57452,NH3,4,23,9,15,Good
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad  ", MPCB,18.59051,73.77946,NH3,4,10,6,10,Good
India,Maharashtra,Thane,"Upvan Fort, Thane  ", MPCB,19.222279,72.957979,OZONE,4,105,83,176.1034483,Moderate
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar  ", OSPCB,20.24079,85.836784,NH3,4,9,7,11.66666667,Good
India,Odisha,Bileipada,"Tata Township, Bileipada  ", OSPCB,22.06156703,85.47409613,NH3,4,4,4,6.666666667,Good
India,Punjab,Jalandhar,"Civil Line, Jalandhar  ", PPCB,31.321907,75.578914,NH3,4,5,4,6.666666667,Good
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur  ", RSPCB,23.837789,73.714926,SO2,4,16,8,13.33333333,Good
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand  ", RSPCB,25.03636,73.883502,SO2,4,10,6,10,Good
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram  ", TNPCB,9.36399,78.831977,OZONE,4,6,5,8.333333333,Good
India,Uttar_Pradesh,Agra,"Manoharpur, Agra  ", UPPCB,27.23711,78.01936,NH3,4,4,4,6.666666667,Good
India,Uttar_Pradesh,Agra,"Manoharpur, Agra  ", UPPCB,27.23711,78.01936,SO2,4,6,5,8.333333333,Good
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad  ", UPPCB,28.88528,78.7388,NH3,4,4,4,6.666666667,Good
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly  ", UPPCB,28.38910936,79.42963708,CO,4,24,13,21.66666667,Good
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi  ", UPPCB,25.3505986,82.9083074,CO,4,26,14,23.33333333,Good
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur  ", UKPCB,29.2124114,78.9611753,OZONE,4,4,4,6.666666667,Good
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore  ", WBPCB,22.7605581,88.3617589,NH3,4,6,5,8.333333333,Good
India,Bihar,Patna,"DRM Office Danapur, Patna  ", BSPCB,25.586562,85.043586,NH3,4,12,7,11.66666667,Good
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah  ", BSPCB,26.80365,84.51954,SO2,4,19,12,20,Good
India,Bihar,Patna,"Govt. High School Shikarpur, Patna  ", BSPCB,25.592539,85.227158,NH3,4,5,5,8.333333333,Good
India,Delhi,Delhi,"Punjabi Bagh, Delhi  ", DPCC,28.674045,77.131023,OZONE,4,74,49,81.4137931,Satisfactory
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad  ", IITM,22.977134,72.553024,NH3,4,17,8,13.33333333,Good
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru  ", KSPCB,12.951913,77.539784,CO,4,70,28,46.66666667,Good
India,Maharashtra,Akola,"Ramdaspeth, Akola  ", MPCB,20.719516,77.000253,NH3,4,6,5,8.333333333,Good
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon  ", MPCB,21.001264,75.565602,NO2,4,27,10,16.66666667,Good
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi  ", RSPCB,28.194909,76.862296,OZONE,4,24,14,23.33333333,Good
India,Rajasthan,Bundi,"New Colony, Bundi  ", RSPCB,25.435774,75.644272,SO2,4,6,5,8.333333333,Good
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur  ", RSPCB,26.699557,77.898881,SO2,4,18,9,15,Good
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur  ", UPPCB,26.730136,83.433859,CO,4,6,4,6.666666667,Good
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut  ", UPPCB,29.06351,77.709723,NH3,4,6,5,8.333333333,Good
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar  ", UPPCB,29.4723508,77.7194031,SO2,4,18,13,21.66666667,Good
India,Bihar,Buxar,"Charitra Van, Buxar  ", BSPCB,25.56752,83.966379,SO2,4,32,20,33.33333333,Good
India,Assam,Sivasagar,"Girls College, Sivasagar  ", PCBA,26.987634,94.636574,OZONE,4,91,55,91.55172414,Satisfactory
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj  ", BSPCB,26.0881305,87.93840336,SO2,4,10,7,11.66666667,Good
India,Chhattisgarh,Raipur,"AIIMS, Raipur  ", CECB,21.258815,81.578979,NH3,4,4,4,6.666666667,Good
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur  ", CECB,21.237755,81.705301,SO2,4,14,6,10,Good
India,Bihar,Patna,"Rajbansi Nagar, Patna  ", BSPCB,25.599486,85.113666,NH3,4,7,6,10,Good
India,Bihar,Saharsa,"Police Line, Saharsa  ", BSPCB,25.892357,86.590325,NH3,4,4,4,6.666666667,Good
India,Delhi,Delhi,"Chandni Chowk, Delhi  ", IITM,28.656756,77.227234,SO2,4,61,21,35,Good
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar  ", GPCB,21.613267,73.010555,OZONE,4,59,46,76.34482759,Satisfactory
India,Delhi,Delhi,"Punjabi Bagh, Delhi  ", DPCC,28.674045,77.131023,NH3,4,5,4,6.666666667,Good
India,Kerala,Kannur,"Thavakkara, Kannur  ", Kerala PCB,11.875,75.3732,SO2,4,9,6,10,Good
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad  ", MPCB,19.8389439,75.244448,OZONE,4,88,74,145.3793103,Moderate
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur  ", JMC,23.142888,79.916147,OZONE,4,76,47,78.03448276,Satisfactory
India,Madhya Pradesh,Gwalior,"City Center, Gwalior  ", MPPCB,26.203442,78.193251,SO2,4,9,6,10,Good
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai  ", IITM,19.053536,72.84643,SO2,4,31,20,33.33333333,Good
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur  ", MPCB,21.152875,79.0517531,NH3,4,18,11,18.33333333,Good
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur  ", MPCB,21.143383,79.048912,NH3,4,4,4,6.666666667,Good
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur  ", MPCB,21.143383,79.048912,OZONE,4,57,42,69.5862069,Satisfactory
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur  ", MPCB,17.65439,75.90649,OZONE,4,38,26,43.33333333,Good
India,Nagaland,Kohima,"PWD Junction, Kohima  ", NPCB,25.6635413,94.0989878,CO,4,21,12,20,Good
India,Odisha,Rourkela,"Raghunathpali, Rourkela  ", OSPCB,22.220833,84.809444,OZONE,4,15,15,25,Good
India,TamilNadu,Chennai,"Perungudi, Chennai  ", TNPCB,12.9533,80.2357,OZONE,4,36,11,18.33333333,Good
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore  ", TNPCB,11.0328,77.0349,OZONE,4,7,5,8.333333333,Good
India,TamilNadu,Chennai,"Manali Village, Chennai  ", TNPCB,13.1662,80.2584,NO2,4,6,5,8.333333333,Good
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi  ", UPPCB,25.4547,78.6039,NH3,4,4,4,6.666666667,Good
India,West_Bengal,Howrah,"Padmapukur, Howrah  ", WBPCB,22.5687319,88.2797276,NH3,4,30,10,16.66666667,Good
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata  ", WBPCB,22.51106,88.35142,OZONE,4,42,29,48.33333333,Good
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat  ", PCBA,26.071318,91.87488,NH3,4,4,4,6.666666667,Good
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur  ", BSPCB,26.1209,85.3647,SO2,4,9,6,10,Good
India,Assam,Nagaon,"Christianpatty, Nagaon  ", PCBA,26.349082,92.68449,NH3,4,4,4,6.666666667,Good
India,Bihar,Araria,"Kharahiya Basti, Araria  ", BSPCB,26.146529,87.454184,NH3,4,5,4,6.666666667,Good
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati  ", APPCB,16.5150833,80.5181667,NH3,4,8,6,10,Good
India,Bihar,Sasaram,"Dada Peer, Sasaram  ", BSPCB,24.952822,84.002396,SO2,4,5,5,8.333333333,Good
India,Bihar,Patna,"Muradpur, Patna  ", BSPCB,25.619651,85.147382,OZONE,4,16,13,21.66666667,Good
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad  ", IITM,23.041137,72.456691,OZONE,4,68,58,96.62068966,Satisfactory
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar  ", Nexteng Enviro,21.755417,72.139056,NH3,4,13,8,13.33333333,Good
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera  ",  HSPCB,28.2068,76.7997,OZONE,4,32,21,35,Good
India,Haryana,Faridabad,"Sector 11, Faridabad  ", HSPCB,28.376058,77.315741,SO2,4,5,5,8.333333333,Good
India,Haryana,Gurugram,"Vikas Sadan, Gurugram  ", HSPCB,28.4501238,77.0263051,OZONE,4,31,24,40,Good
India,Delhi,Delhi,"Sirifort, Delhi  ", CPCB,28.5504249,77.2159377,NH3,4,5,4,6.666666667,Good
India,Haryana,Narnaul,"Shastri Nagar, Narnaul  ", HSPCB,28.060249,76.113115,SO2,4,5,4,6.666666667,Good
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur  ", JMC,23.163174,79.973061,OZONE,4,23,16,26.66666667,Good
India,Maharashtra,Amravati,"Shivneri Colony, Amravati  ", MPCB,20.9402359,77.7895248,NH3,4,4,4,6.666666667,Good
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi  ", MPCB,19.309073,73.057223,NH3,4,9,6,10,Good
